speech_recognition,start,end,max_confidence,mean_confidence
speech,95.25,96.25,0.998815655708313,0.9947198629379272
speech,96.25,97.25,0.9907823204994202,0.9760794043540955
speech,97.25,98.25,0.9971486926078796,0.992845356464386
speech,98.25,99.25,0.9999954700469971,0.999930202960968
speech,99.25,100.25,1.0,1.0
speech,100.25,101.25,0.9999662637710571,0.9996439218521118
speech,101.25,102.25,0.9999774694442749,0.9996175169944763
speech,102.25,103.25,0.9487075805664062,0.9273253083229065
speech,103.25,104.25,1.0,1.0
speech,104.25,105.25,0.9996905326843262,0.9980722069740295
speech,105.25,106.25,0.9983696341514587,0.9951692819595337
speech,106.25,107.25,0.9618546962738037,0.9330907464027405
speech,107.25,108.25,1.0,1.0
speech,108.25,109.25,0.9651610255241394,0.9409961700439453
speech,109.25,110.25,0.9999514818191528,0.9991030693054199
speech,110.25,111.25,0.9999607801437378,0.9994518756866455
speech,111.25,112.25,0.9999988079071045,0.9999826550483704
speech,112.25,113.25,1.0,1.0
speech,113.25,114.25,0.9984729886054993,0.9904411435127258
speech,114.25,115.25,1.0,1.0
speech,115.25,116.25,0.9999849796295166,0.9995620250701904
speech,116.25,117.25,0.9997960925102234,0.9977984428405762
speech,117.25,118.25,0.9999531507492065,0.999644935131073
speech,118.25,119.25,0.9380252957344055,0.9116044044494629
speech,119.25,120.25,0.985302209854126,0.9557431936264038
speech,120.25,121.25,0.9787803888320923,0.9582635760307312
speech,121.25,122.25,0.947010338306427,0.9260478019714355
speech,122.25,123.25,0.7737412452697754,0.7437312602996826
speech,123.25,124.25,0.9934919476509094,0.9847596883773804
speech,124.25,125.25,0.9628458023071289,0.9461627006530762
speech,125.25,126.25,0.9928394556045532,0.9856780767440796
speech,126.25,127.25,0.9346809387207031,0.8967053890228271
speech,127.25,128.25,0.7816258072853088,0.6578677296638489
speech,128.25,129.25,0.9675250053405762,0.9370995163917542
speech,129.25,130.25,1.0,1.0
speech,130.25,131.25,0.8423662781715393,0.7908486723899841
speech,131.25,132.25,1.0,1.0
speech,132.25,133.25,0.9999997615814209,0.9999781250953674
speech,133.25,134.25,0.9687145948410034,0.9563140869140625
speech,134.25,135.25,0.9864851236343384,0.970686137676239
speech,135.25,136.25,0.9999871253967285,0.9998604655265808
speech,136.25,137.25,0.7574464678764343,0.7156744599342346
speech,137.25,138.25,1.0,1.0
speech,138.25,139.25,1.0,1.0
speech,139.25,140.25,0.9904633164405823,0.9791542887687683
speech,140.25,141.25,1.0,0.9999997019767761
speech,141.25,142.25,1.0,1.0
speech,142.25,143.25,1.0,0.9999988079071045
speech,143.25,144.25,1.0,1.0
speech,144.25,145.25,0.983854353427887,0.9552784562110901
speech,145.25,146.25,0.9999998807907104,0.9999748468399048
speech,146.25,147.25,1.0,1.0
speech,147.25,148.25,1.0,1.0
speech,148.25,149.25,1.0,0.9999997019767761
speech,149.25,150.25,0.9127362966537476,0.8860285878181458
speech,150.25,151.25,1.0,1.0
speech,151.25,152.25,1.0,1.0
speech,152.25,153.25,0.9999686479568481,0.9995677471160889
speech,154.25,155.25,0.8910152316093445,0.8341012001037598
speech,155.25,156.25,1.0,0.9999951124191284
speech,156.25,157.25,1.0,1.0
speech,157.25,158.25,1.0,1.0
speech,158.25,159.25,1.0,1.0
speech,159.25,160.25,0.9999997615814209,0.999983549118042
speech,160.25,161.25,1.0,1.0
speech,161.25,162.25,1.0,1.0
speech,162.25,163.25,0.9999891519546509,0.999636173248291
speech,163.25,164.25,0.9991922974586487,0.9966373443603516
speech,164.25,165.25,0.9928708672523499,0.9840816259384155
speech,165.25,166.25,0.9978594183921814,0.9919347167015076
speech,166.25,167.25,1.0,1.0
speech,167.25,168.25,1.0,1.0
speech,168.25,169.25,1.0,1.0
speech,169.25,170.25,0.9998829364776611,0.9990551471710205
speech,170.25,171.25,0.9912176132202148,0.977630078792572
speech,171.25,172.25,1.0,1.0
speech,172.25,173.25,0.839536726474762,0.792564868927002
speech,173.25,174.25,1.0,1.0
speech,174.25,175.25,1.0,1.0
speech,175.25,176.25,1.0,1.0
speech,176.25,177.25,1.0,1.0
speech,177.25,178.25,0.9990405440330505,0.9969140887260437
speech,178.25,179.25,1.0,1.0
speech,179.25,180.25,1.0,0.9999994039535522
speech,180.25,181.25,0.9994603991508484,0.9970617890357971
speech,181.25,182.25,0.9112629294395447,0.8566669225692749
speech,182.25,183.25,1.0,1.0
speech,183.25,184.25,1.0,1.0
speech,184.25,185.25,1.0,1.0
speech,185.25,186.25,0.9995371103286743,0.9980217218399048
speech,186.25,187.25,0.9561384320259094,0.9348436594009399
speech,187.25,188.25,0.9923067688941956,0.9786409139633179
speech,188.25,189.25,0.9998018145561218,0.9985454678535461
speech,189.25,190.25,1.0,1.0
speech,190.25,191.25,0.9871075749397278,0.9694502949714661
speech,191.25,192.25,0.9996742010116577,0.9974561929702759
speech,193.25,194.25,0.9631691575050354,0.9390266537666321
speech,194.25,195.25,1.0,0.9999997019767761
speech,195.25,196.25,0.9739563465118408,0.934257447719574
speech,196.25,197.25,1.0,1.0
speech,197.25,198.25,0.9980712532997131,0.9921450614929199
speech,198.25,199.25,0.9968146681785583,0.9934301972389221
speech,199.25,200.25,0.9929932951927185,0.9788110256195068
speech,200.25,201.25,1.0,1.0
speech,201.25,202.25,0.922456681728363,0.9043636322021484
speech,202.25,203.25,0.9999998807907104,0.9999953508377075
speech,203.25,204.25,1.0,0.9999997019767761
speech,204.25,205.25,0.9999997615814209,0.9999943375587463
speech,205.25,206.25,0.932346761226654,0.9156984686851501
speech,206.25,207.25,1.0,0.9999994039535522
speech,207.25,208.25,0.9999982118606567,0.9998956322669983
speech,208.25,209.25,0.9717527627944946,0.9521167278289795
speech,209.25,210.25,1.0,0.9999994039535522
speech,210.25,211.25,0.9875024557113647,0.969920814037323
speech,211.25,212.25,0.9999940395355225,0.9998496174812317
speech,212.25,213.25,1.0,1.0
speech,213.25,214.25,1.0,0.9999983906745911
speech,214.25,215.25,0.9985600113868713,0.9937869310379028
speech,215.25,216.25,0.9585931897163391,0.9430162906646729
speech,216.25,217.25,1.0,1.0
speech,217.25,218.25,0.9999973773956299,0.9999651908874512
speech,218.25,219.25,0.9937323927879333,0.9870579242706299
speech,219.25,220.25,1.0,1.0
speech,220.25,221.25,0.9999817609786987,0.9998844861984253
speech,221.25,222.25,0.9995730519294739,0.9962574243545532
speech,222.25,223.25,0.989095151424408,0.976142406463623
speech,223.25,224.25,0.9999736547470093,0.999441385269165
speech,224.25,225.25,0.9989330172538757,0.9964753985404968
speech,225.25,226.25,1.0,1.0
speech,226.25,227.25,1.0,1.0
speech,227.25,228.25,0.9981510043144226,0.9901590943336487
speech,228.25,229.25,0.9648904204368591,0.9347917437553406
speech,229.25,230.25,0.9169346690177917,0.8951291441917419
speech,230.25,231.25,0.9999936819076538,0.9998022317886353
speech,231.25,232.25,0.998472273349762,0.9916629195213318
speech,232.25,233.25,0.9495840072631836,0.9213840961456299
speech,233.25,234.25,0.9983617663383484,0.9942308068275452
speech,234.25,235.25,0.9120551347732544,0.8688722252845764
speech,235.25,236.25,1.0,1.0
speech,236.25,237.25,0.9831047654151917,0.965406060218811
speech,237.25,238.25,0.9999957084655762,0.9998645186424255
speech,238.25,239.25,1.0,0.9999997019767761
speech,239.25,240.25,1.0,1.0
speech,240.25,241.25,0.8711322546005249,0.8167822957038879
speech,241.25,242.25,0.9999579191207886,0.9995858073234558
speech,242.25,243.25,0.9951034784317017,0.981568455696106
speech,243.25,244.25,0.9999986886978149,0.9999180436134338
speech,244.25,245.25,0.9961712956428528,0.9884823560714722
speech,245.25,246.25,1.0,1.0
speech,246.25,247.25,1.0,0.9999988079071045
speech,247.25,248.25,0.9832342863082886,0.9632723331451416
speech,248.25,249.25,1.0,1.0
speech,249.25,250.25,1.0,1.0
speech,250.25,251.25,1.0,1.0
speech,251.25,252.25,0.9999436140060425,0.9993709325790405
speech,252.25,253.25,1.0,1.0
speech,253.25,254.25,1.0,1.0
speech,254.25,255.25,0.9540637135505676,0.9083526730537415
speech,255.25,256.25,0.9998449087142944,0.9985463619232178
speech,256.25,257.25,1.0,1.0
speech,257.25,258.25,1.0,1.0
speech,258.25,259.25,1.0,0.999991774559021
speech,259.25,260.25,0.9999995231628418,0.9999880194664001
speech,260.25,261.25,1.0,1.0
speech,261.25,262.25,1.0,1.0
speech,262.25,263.25,0.999990701675415,0.9997000694274902
speech,263.25,264.25,1.0,1.0
speech,264.25,265.25,1.0,1.0
speech,265.25,266.25,1.0,1.0
speech,266.25,267.25,0.9899570345878601,0.9776749610900879
speech,267.25,268.25,1.0,1.0
speech,268.25,269.25,1.0,1.0
speech,269.25,270.25,1.0,0.9999991059303284
